"RIX","alias","ID","day","virus","antigen","Ig2A.2C","IgG1","IgG2A.2B","IgG2ac","IgG2b","IgG3","TotalG"
"CC005xCC001","X16211x13140","135","D10","SARS","N",NA,NA,NA,0.487237440557631,NA,NA,2.04270498483873
"CC005xCC001","X16211x13140","135","D10","SARS","S",NA,NA,NA,1.66930050425785,NA,NA,3.2674611035027
"CC005xCC001","X16211x13140","136","D10","SARS","N",NA,NA,NA,0.91898176992154,NA,NA,2.92382248694734
"CC005xCC001","X16211x13140","136","D10","SARS","S",NA,NA,NA,2.48244043708386,NA,NA,4.02214057705483
"CC005xCC001","X16211x13140","137","D10","SARS","N",NA,NA,NA,0.562191683067068,NA,NA,1.7907642959279
"CC005xCC001","X16211x13140","137","D10","SARS","S",NA,NA,NA,2.7181134698576,NA,NA,4.28576141155962
"CC005xCC001","X16211x13140","34","D15","SARS","N",NA,NA,NA,2.70174074514077,NA,NA,5.04621764238155
"CC005xCC001","X16211x13140","34","D15","SARS","S",NA,NA,NA,3.41455438278237,NA,NA,4.52250840127786
"CC005xCC001","X16211x13140","37","D15","SARS","N",NA,NA,NA,1.7263786896543,NA,NA,3.98567521728716
"CC005xCC001","X16211x13140","37","D15","SARS","S",NA,NA,NA,2.72185513886718,NA,NA,3.90885158245707
"CC005xCC001","X16211x13140","38","D15","SARS","N",NA,NA,NA,0.941840268997911,NA,NA,2.24690422875391
"CC005xCC001","X16211x13140","38","D15","SARS","S",NA,NA,NA,2.17618521447566,NA,NA,2.93617521728716
"CC005xCC001","X16211x13140","90","D29","SARS","N",NA,NA,NA,1.21435936731913,NA,NA,3.22731582215501
"CC005xCC001","X16211x13140","90","D29","SARS","S",NA,NA,NA,3.69023408034842,NA,NA,5.35395597899497
"CC005xCC001","X16211x13140","91","D29","SARS","N",NA,NA,NA,1.29736558408357,NA,NA,3.24422097477772
"CC005xCC001","X16211x13140","91","D29","SARS","S",NA,NA,NA,3.39897930576814,NA,NA,4.44499196331097
"CC005xCC038","X16211x8049","104","D15","SARS","N",NA,NA,NA,3.20570498483872,NA,NA,3.39676073951779
"CC005xCC038","X16211x8049","104","D15","SARS","S",NA,NA,NA,5.59875695909372,NA,NA,6.61924362950905
"CC005xCC038","X16211x8049","105","D15","SARS","N",NA,NA,NA,3.91776695628223,NA,NA,4.45644998624447
"CC005xCC038","X16211x8049","105","D15","SARS","S",NA,NA,NA,5.44743998905597,NA,NA,6.58953772080153
"CC005xCC038","X16211x8049","106","D15","SARS","N",NA,NA,NA,4.46347930576814,NA,NA,5.39280271658429
"CC005xCC038","X16211x8049","106","D15","SARS","S",NA,NA,NA,5.39321120160318,NA,NA,6.61729249538184
"CC005xCC038","X16211x8049","111","DRECHAL","SARS","N",NA,NA,NA,4.01373741274461,NA,NA,4.85568921891366
"CC005xCC038","X16211x8049","111","DRECHAL","SARS","S",NA,NA,NA,6.05143665665981,NA,NA,6.91238045395284
"CC005xCC038","X16211x8049","112","DRECHAL","SARS","N",NA,NA,NA,4.95745309462669,NA,NA,6.31897642139986
"CC005xCC038","X16211x8049","112","DRECHAL","SARS","S",NA,NA,NA,6.71758370230603,NA,NA,7.5705306079813
"CC005xCC038","X16211x8049","117","DRECHAL","SARS","N",NA,NA,NA,4.55796286780125,NA,NA,5.35192089073474
"CC005xCC038","X16211x8049","117","DRECHAL","SARS","S",NA,NA,NA,7.52867188489098,NA,NA,8.13986045957584
"CC005xCC038","X16211x8049","78","D29","SARS","N",NA,NA,NA,5.63814923015965,NA,NA,6.10736180365949
"CC005xCC038","X16211x8049","78","D29","SARS","S",NA,NA,NA,7.52594642983437,NA,NA,7.94702128283464
"CC005xCC038","X16211x8049","79","D29","SARS","N",NA,NA,NA,4.42624074514078,NA,NA,5.70595642702286
"CC005xCC038","X16211x8049","79","D29","SARS","S",NA,NA,NA,7.54459680787676,NA,NA,8.1341614396746
"CC005xCC038","X16211x8049","80","D29","SARS","N",NA,NA,NA,4.50612301901821,NA,NA,5.02869210328194
"CC005xCC038","X16211x8049","80","D29","SARS","S",NA,NA,NA,7.1143222629334,NA,NA,7.79660924140564
"CC005xCC040","X16211x16557","10","DRECHAL","SARS","N",NA,NA,NA,1.61710414471094,NA,NA,2.41187490923024
"CC005xCC040","X16211x16557","10","DRECHAL","SARS","S",NA,NA,NA,5.67726006747595,NA,NA,5.94206726433915
"CC005xCC040","X16211x16557","12","DRECHAL","SARS","N",NA,NA,NA,1.99174430155089,NA,NA,3.47544665384829
"CC005xCC040","X16211x16557","12","DRECHAL","SARS","S",NA,NA,NA,5.16745287061275,NA,NA,6.08763923297116
"CC005xCC040","X16211x16557","20","D29","SARS","N",NA,NA,NA,1.65047664541381,NA,NA,1.87413324022066
"CC005xCC040","X16211x16557","20","D29","SARS","S",NA,NA,NA,4.70525695909372,NA,NA,5.12340400473996
"CC005xCC040","X16211x16557","21","D15","SARS","N",NA,NA,NA,1.21573875682828,NA,NA,1.59311725028166
"CC005xCC040","X16211x16557","21","D15","SARS","S",NA,NA,NA,4.39577006466445,NA,NA,4.68630271658429
"CC005xCC040","X16211x16557","22","D29","SARS","N",NA,NA,NA,0.183005768736552,NA,NA,0.41555107819922
"CC005xCC040","X16211x16557","22","D29","SARS","S",NA,NA,NA,3.86290733713613,NA,NA,5.00550529289564
"CC005xCC040","X16211x16557","23","D29","SARS","N",NA,NA,NA,0.659445785605539,NA,NA,1.94662013464993
"CC005xCC040","X16211x16557","23","D29","SARS","S",NA,NA,NA,4.60305438278237,NA,NA,5.76113923297115
"CC005xCC040","X16211x16557","29","D15","SARS","N",NA,NA,NA,0.633249874086518,NA,NA,1.41864368543705
"CC005xCC040","X16211x16557","29","D15","SARS","S",NA,NA,NA,4.83664900614571,NA,NA,5.53314256536733
"CC005xCC040","X16211x16557","30","D15","SARS","N",NA,NA,NA,0.778033968190492,NA,NA,1.91799930014514
"CC005xCC040","X16211x16557","30","D15","SARS","S",NA,NA,NA,5.27214256536732,NA,NA,5.6855510503862
"CC005xCC040","X16211x16557","9","DRECHAL","SARS","N",NA,NA,NA,0.391635928388008,NA,NA,1.92350240852736
"CC005xCC040","X16211x16557","9","DRECHAL","SARS","S",NA,NA,NA,4.64156415595692,NA,NA,5.4358582472494
"CC006xCC007","X16750x13421","120","D29","SARS","N",NA,NA,NA,0.788743209294183,NA,NA,2.37335203048496
"CC006xCC007","X16750x13421","120","D29","SARS","S",NA,NA,NA,4.80746286780125,NA,NA,5.95191666228279
"CC006xCC007","X16750x13421","135","D29","SARS","N",NA,NA,NA,1.71633648857385,NA,NA,3.18423097196622
"CC006xCC007","X16750x13421","135","D29","SARS","S",NA,NA,NA,5.99244976223052,NA,NA,7.05602150684859
"CC006xCC007","X16750x13421","136","D29","SARS","N",NA,NA,NA,0.548495323520158,NA,NA,1.93450263254131
"CC006xCC007","X16750x13421","136","D29","SARS","S",NA,NA,NA,6.0063222629334,NA,NA,6.8099102215044
"CC006xCC007","X16750x13421","137","D29","SARS","N",NA,NA,NA,1.61658193800749,NA,NA,3.34820476082477
"CC006xCC007","X16750x13421","137","D29","SARS","S",NA,NA,NA,6.04157392913149,NA,NA,6.93049196331097
"CC006xCC007","X16750x13421","151","D10","SARS","N",NA,NA,NA,0.476488882741769,NA,NA,1.36626496796974
"CC006xCC007","X16750x13421","151","D10","SARS","S",NA,NA,NA,3.5924890789427,NA,NA,4.2406230190182
"CC006xCC007","X16750x13421","152","D10","SARS","N",NA,NA,NA,0.555733884147519,NA,NA,2.52147952978208
"CC006xCC007","X16750x13421","152","D10","SARS","S",NA,NA,NA,3.55275051831533,NA,NA,4.27109680787676
"CC006xCC007","X16750x13421","156","D10","SARS","N",NA,NA,NA,0.775961999558483,NA,NA,1.42608815477193
"CC006xCC007","X16750x13421","156","D10","SARS","S",NA,NA,NA,3.14241400192846,NA,NA,3.61264589776349
"CC006xCC007","X16750x13421","160","DRECHAL","SARS","N",NA,NA,NA,0.878226547313345,NA,NA,2.37430960539056
"CC006xCC007","X16750x13421","160","DRECHAL","SARS","S",NA,NA,NA,4.83025695909372,NA,NA,5.36968499046171
"CC006xCC007","X16750x13421","161","DRECHAL","SARS","N",NA,NA,NA,0.463175245100178,NA,NA,1.94936202767346
"CC006xCC007","X16750x13421","161","DRECHAL","SARS","S",NA,NA,NA,5.82593665665979,NA,NA,6.803743853523
"CC006xCC007","X16750x13421","163","D10","SARS","N",NA,NA,NA,0.478142593180341,NA,NA,1.97610103632871
"CC006xCC007","X16750x13421","163","D10","SARS","S",NA,NA,NA,2.83277028867839,NA,NA,3.4180250632587
"CC006xCC007","X16750x13421","164","DRECHAL","SARS","N",NA,NA,NA,1.28591890242225,NA,NA,2.85500551690958
"CC006xCC007","X16750x13421","164","DRECHAL","SARS","S",NA,NA,NA,5.52871764238155,NA,NA,6.31577650544284
"CC006xCC007","X16750x13421","167","D10","SARS","N",NA,NA,NA,0.476087062515225,NA,NA,1.70416012340395
"CC006xCC007","X16750x13421","167","D10","SARS","S",NA,NA,NA,2.60558725871615,NA,NA,3.24446953259358
"CC006xCC007","X16750x13421","169","DRECHAL","SARS","N",NA,NA,NA,0.440011761487048,NA,NA,1.15131716623868
"CC006xCC007","X16750x13421","169","DRECHAL","SARS","S",NA,NA,NA,3.31426673226828,NA,NA,4.09854438559387
"CC006xCC007","X16750x13421","84","D15","SARS","N",NA,NA,NA,1.06379185115302,NA,NA,3.13746908456569
"CC006xCC007","X16750x13421","84","D15","SARS","S",NA,NA,NA,4.82260658105132,NA,NA,6.00896575216952
"CC006xCC007","X16750x13421","85","D15","SARS","N",NA,NA,NA,0.860667908266007,NA,NA,3.31136468802779
"CC006xCC007","X16750x13421","85","D15","SARS","S",NA,NA,NA,4.84158370230604,NA,NA,6.06509991625898
"CC006xCC007","X16750x13421","86","D15","SARS","N",NA,NA,NA,0.889916242067924,NA,NA,2.52101862248032
"CC006xCC007","X16750x13421","86","D15","SARS","S",NA,NA,NA,5.12378961101356,NA,NA,5.96597574935802
"CC006xCC007","X16750x13421","87","D15","SARS","N",NA,NA,NA,0.437374713029313,NA,NA,2.49451529008414
"CC006xCC007","X16750x13421","87","D15","SARS","S",NA,NA,NA,3.99809036709837,NA,NA,5.3371194626081
"CC006xCC039","X16750x15155","12","D29","SARS","N",NA,NA,NA,0.0351175021086234,NA,NA,0.211623270845175
"CC006xCC039","X16750x15155","12","D29","SARS","S",NA,NA,NA,4.99455438278237,NA,NA,6.70514900614571
"CC006xCC039","X16750x15155","129","D10","SARS","N",NA,NA,NA,0.467805852779526,NA,NA,1.50990156839958
"CC006xCC039","X16750x15155","129","D10","SARS","S",NA,NA,NA,3.78136491204174,NA,NA,5.60209680787676
"CC006xCC039","X16750x15155","130","D10","SARS","N",NA,NA,NA,0.313338952727254,NA,NA,1.23589890804525
"CC006xCC039","X16750x15155","130","D10","SARS","S",NA,NA,NA,2.98160680506527,NA,NA,4.76197264097581
"CC006xCC039","X16750x15155","147","D10","SARS","N",NA,NA,NA,0.0860422010804474,NA,NA,0.407655698751066
"CC006xCC039","X16750x15155","147","D10","SARS","S",NA,NA,NA,3.41228650263134,NA,NA,5.14144976223052
"CC006xCC039","X16750x15155","17","D29","SARS","N",NA,NA,NA,0.752694119407452,NA,NA,1.83481293778673
"CC006xCC039","X16750x15155","17","D29","SARS","S",NA,NA,NA,5.42041711031068,NA,NA,7.01346930857964
"CC006xCC039","X16750x15155","18","D29","SARS","N",NA,NA,NA,0.818010865431265,NA,NA,2.01731604616895
"CC006xCC039","X16750x15155","18","D29","SARS","S",NA,NA,NA,5.28059680787677,NA,NA,6.81675029430138
"CC006xCC039","X16750x15155","5","D15","SARS","N",NA,NA,NA,0.492344945477752,NA,NA,2.07208392631998
"CC006xCC039","X16750x15155","5","D15","SARS","S",NA,NA,NA,4.26506748835309,NA,NA,6.2711194626081
"CC006xCC039","X16750x15155","54","DRECHAL","SARS","N",NA,NA,NA,0.252326071170476,NA,NA,0.868003976624985
"CC006xCC039","X16750x15155","54","DRECHAL","SARS","S",NA,NA,NA,6.68552483924475,NA,NA,8.16377272501878
"CC006xCC039","X16750x15155","6","D15","SARS","N",NA,NA,NA,0.334012209514941,NA,NA,1.40629717186168
"CC006xCC039","X16750x15155","6","D15","SARS","S",NA,NA,NA,4.16475051831534,NA,NA,5.88171430998539
"CC006xCC039","X16750x15155","63","DRECHAL","SARS","N",NA,NA,NA,0.156032203891945,NA,NA,0.367018426279384
"CC006xCC039","X16750x15155","63","DRECHAL","SARS","S",NA,NA,NA,5.65750840127787,NA,NA,7.15224696190522
"CC006xCC039","X16750x15155","8","D15","SARS","N",NA,NA,NA,0.852625259157666,NA,NA,2.19195331864063
"CC006xCC039","X16750x15155","8","D15","SARS","S",NA,NA,NA,4.37659036709837,NA,NA,6.2348418092825
"CC006xCC039","X16750x15155","9","D15","SARS","N",NA,NA,NA,0.315381377821647,NA,NA,1.02974564563456
"CC006xCC039","X16750x15155","9","D15","SARS","S",NA,NA,NA,3.96977339706063,NA,NA,5.74889089916924
"CC007xCC075","X13421x3260","149","DRECHAL","SARS","N",NA,NA,NA,2.62789067515529,NA,NA,4.28507348110359
"CC007xCC075","X13421x3260","149","DRECHAL","SARS","S",NA,NA,NA,6.16457636547187,NA,NA,7.08492909581168
"CC008xCC018","X8036x3609","114","D15","SARS","N",NA,NA,NA,0.103921142561711,NA,NA,0.269211453430128
"CC008xCC018","X8036x3609","114","D15","SARS","S",NA,NA,NA,3.89110280062727,NA,NA,4.36900484486774
"CC008xCC018","X8036x3609","115","D15","SARS","N",NA,NA,NA,0.156708569061853,NA,NA,0.539040632982827
"CC008xCC018","X8036x3609","115","D15","SARS","S",NA,NA,NA,4.31284136125462,NA,NA,4.5848642399999
"CC008xCC018","X8036x3609","116","D15","SARS","N",NA,NA,NA,0.285829179552698,NA,NA,0.361221226604686
"CC008xCC018","X8036x3609","116","D15","SARS","S",NA,NA,NA,4.73777272501878,NA,NA,4.83119431560839
"CC008xCC018","X8036x3609","117","DRECHAL","SARS","N",NA,NA,NA,0.207234556189354,NA,NA,0.252571072576225
"CC008xCC018","X8036x3609","117","DRECHAL","SARS","S",NA,NA,NA,6.72653083199526,NA,NA,7.07712901176871
"CC008xCC018","X8036x3609","118","DRECHAL","SARS","N",NA,NA,NA,0.153538644670334,NA,NA,1.12920921329068
"CC008xCC018","X8036x3609","118","DRECHAL","SARS","S",NA,NA,NA,5.80462234697637,NA,NA,8.13315477488226
"CC008xCC018","X8036x3609","121","DRECHAL","SARS","N",NA,NA,NA,0.0629113693871542,NA,NA,1.1099930833807
"CC008xCC018","X8036x3609","121","DRECHAL","SARS","S",NA,NA,NA,5.66579893616023,NA,NA,6.9600306079813
"CC008xCC018","X8036x3609","55","D29","SARS","N",NA,NA,NA,0.230162811571292,NA,NA,0.407116382038895
"CC008xCC018","X8036x3609","55","D29","SARS","S",NA,NA,NA,5.51146552815558,NA,NA,5.89289689191974
"CC008xCC018","X8036x3609","60","D29","SARS","N",NA,NA,NA,0.194486222387439,NA,NA,0.548292523194856
"CC008xCC018","X8036x3609","60","D29","SARS","S",NA,NA,NA,5.73015833129237,NA,NA,5.99958969505653
"CC008xCC018","X8036x3609","61","D29","SARS","N",NA,NA,NA,0.386456230821932,NA,NA,0.698037076572715
"CC008xCC018","X8036x3609","61","D29","SARS","S",NA,NA,NA,4.91872696752822,NA,NA,5.4632269675282
"CC008xCC018","X8036x3609","65","D29","SARS","N",NA,NA,NA,0.470537748614551,NA,NA,0.91790579685153
"CC008xCC018","X8036x3609","65","D29","SARS","S",NA,NA,NA,5.10568121003766,NA,NA,5.52273363232055
"CC008xNA","X8036x15489","101","D15","SARS","N",NA,NA,NA,-0.0157059087075231,NA,NA,0.350407364949149
"CC008xNA","X8036x15489","101","D15","SARS","S",NA,NA,NA,0.702739876898018,NA,NA,2.04567899771122
"CC008xNA","X8036x15489","107","DRECHAL","SARS","N",NA,NA,NA,0.544478885553268,NA,NA,3.54059036709837
"CC008xNA","X8036x15489","107","DRECHAL","SARS","S",NA,NA,NA,2.51310036428688,NA,NA,5.38434514167868
"CC008xNA","X8036x15489","110","DRECHAL","SARS","N",NA,NA,NA,0.436861383444643,NA,NA,3.22719498765022
"CC008xNA","X8036x15489","110","DRECHAL","SARS","S",NA,NA,NA,1.9881494541736,NA,NA,4.748207869207
"CC008xNA","X8036x15489","52","D29","SARS","N",NA,NA,NA,-0.00619613553296659,NA,NA,0.25628008966597
"CC008xNA","X8036x15489","52","D29","SARS","S",NA,NA,NA,2.94741733432463,NA,NA,5.1109726409758
"CC008xNA","X8036x15489","53","D29","SARS","N",NA,NA,NA,0.0524311397502131,NA,NA,1.12205239446988
"CC008xNA","X8036x15489","53","D29","SARS","S",NA,NA,NA,3.00059703189071,NA,NA,5.41540400473996
"CC008xNA","X8036x15489","55","D29","SARS","N",NA,NA,NA,0.0593265191983684,NA,NA,1.11801974255004
"CC008xNA","X8036x15489","55","D29","SARS","S",NA,NA,NA,2.49087490923024,NA,NA,5.31020786920699
"CC008xNA","X8036x15489","99","D15","SARS","N",NA,NA,NA,-0.00821901427824692,NA,NA,0.0735422010804475
"CC008xNA","X8036x15489","99","D15","SARS","S",NA,NA,NA,3.15447930576814,NA,NA,2.91074074514078
"CC008xNA","X8036x18018","1","DRECHAL","SARS","N",NA,NA,NA,1.03165723903566,NA,NA,1.33069921610216
"CC008xNA","X8036x18018","1","DRECHAL","SARS","S",NA,NA,NA,5.28744931420263,NA,NA,5.19337779359854
"CC008xNA","X8036x18018","102","D29","SARS","N",NA,NA,NA,0.210054858623279,NA,NA,0.139195687505075
"CC008xNA","X8036x18018","102","D29","SARS","S",NA,NA,NA,6.00073696471672,NA,NA,4.70407059673532
"CC008xNA","X8036x18018","107","DRECHAL","SARS","N",NA,NA,NA,0.266146149590455,NA,NA,0.399132820005786
"CC008xNA","X8036x18018","107","DRECHAL","SARS","S",NA,NA,NA,4.05992399911697,NA,NA,4.58710081231477
"CC008xNA","X8036x18018","111","DRECHAL","SARS","N",NA,NA,NA,0.371152366354899,NA,NA,0.861866928167248
"CC008xNA","X8036x18018","111","DRECHAL","SARS","S",NA,NA,NA,4.57033914892818,NA,NA,5.16839801198946
