"RIX","dam","sire","ID","day","virus","antigen_virus","antigen","cohort","assay_date","IgG1","IgG2ac","IgG2b","IgG3","IgM","TotalG"
"X16513x16188",16513,16188,14,15,"Influenza","Influenza","HA","10_13x","2014_05_02",1.87843940876977,9.07773895302917,2.35770134135137,2.72756996040202,0.806722740083729,10.3659641840719
"X16521x3260",16521,3260,94,15,"Influenza","Influenza","HA","9_15ix","2017_07_10",0.57640080550388,4.42879227136789,0.997774280355835,0.532679909302035,0.845213772474202,4.53905371074053
"X16521x3260",16521,3260,95,15,"Influenza","Influenza","HA","9_15ix","2017_07_10",1.67538367113875,5.91066477207078,1.0533085450979,1.23626599022321,0.683037258108198,5.70358636266036
"X16521x3260",16521,3260,96,15,"Influenza","Influenza","HA","9_15ix","2017_07_10",0.964464105617846,5.56556681631125,1.18041519548758,1.03985985264066,0.529335687042253,5.3646549988962
"X16521x5391",16521,5391,22,15,"Influenza","Influenza","HA","10_15x","2017_08_01",1.58255180156462,5.69841643826885,1.20473096637457,0.879732797880435,-0.0440459093958304,5.83491643826884
"X16521x5391",16521,5391,23,15,"Influenza","Influenza","HA","10_15x","2017_08_01",1.98050089279177,6.54362878775476,1.11123547164222,1.23242571578643,-0.733841476147246,6.17563212015092
"X16521x5391",16521,5391,24,15,"Influenza","Influenza","HA","10_15x","2017_08_01",0.769100038921641,2.60576939262261,0.579011314689504,0.268674781742657,-1.02921658584534,2.10329916017417
"X16521x5391",16521,5391,25,15,"Influenza","Influenza","HA","10_15x","2017_08_01",1.01222184093494,7.22012878775476,1.25945221525908,1.112236262886,-0.647744539954455,6.42601772642453
"X16557x13067",16557,13067,68,15,"Influenza","Influenza","HA","2_14ii","2014_08_12",0.776046172440841,5.43041666228279,1.18864461858874,0.844581987930303,-3.23593524239546,5.24623696471672
"X16557x13067",16557,13067,69,15,"Influenza","Influenza","HA","2_14ii","2014_08_14",0.532243972324801,3.28084158526856,1.57905267079225,0.912047910955963,-2.93845295458917,4.39460924140567
"X16557x13067",16557,13067,70,15,"Influenza","Influenza","HA","2_14ii","2014_08_12",0,0.949318062294466,0.993221016031168,0.370218513083233,-1.66654669553634,1.71320543286662
"X16680x16750",16680,16750,139,15,"Influenza","Influenza","HA","7_16vii","2017_02_15",1.40400011613636,1.92463147592211,1.50967367001194,0.976924219063974,-1.16544505528726,6.06772296309021
"X16680x16750",16680,16750,143,15,"Influenza","Influenza","HA","7_16vii","2017_07_10",1.90041145753467,5.95867787764149,1.42685054033538,1.07084572062195,-0.326225285949716,6.99155037834436
"X16680x8016",16680,8016,102,15,"Influenza","Influenza","HA","7_15vii","2016_01_13",0.321901901990018,2.61405973130404,1.2950376823874,0.677116272438777,-2.14821233106153,4.40251951853609
"X16680x8016",16680,8016,103,15,"Influenza","Influenza","HA","7_15vii","2016_01_13",0.222786759201516,1.95419411940745,1.01452949315309,0.589696061539871,-2.68484314259586,3.16700375261104
"X16680x8016",16680,8016,111,15,"Influenza","Influenza","HA","7_15vii","2016_01_13",0.388666915807747,1.76308328209116,1.57083232645226,0.994848900580841,-2.59994513527474,4.50498331020614
"X16680x8016",16680,8016,112,15,"Influenza","Influenza","HA","7_15vii","2016_01_13",0.208127292870871,2.64435382259653,1.39003377491107,0.684816282539091,-2.40439549089511,5.06753195206498
"X16680x8016",16680,8016,65,15,"Influenza","Influenza","HA","3_15iii","2015_05_19",1.29856702146709,10.1445363767179,2.87034899144653,2.75411068756732,0.647741837346121,11.0130614677896
"X16680x8016",16680,8016,66,15,"Influenza","Influenza","HA","3_15iii","2015_05_19",2.53106873343035,10.0262880429159,2.98403012059262,2.33566726767075,0.336713996465918,11.122227835771
"X16680x8016",16680,8016,70,15,"Influenza","Influenza","HA","3_15iii","2015_05_19",2.06620862702909,9.62990266065629,2.99160771932514,2.67802021489157,0.418162756191986,10.9015452538366
"X16680x8016",16680,8016,71,15,"Influenza","Influenza","HA","3_15iii","2015_05_19",1.96345520523894,9.68524584183548,3.15604884779464,2.76457720433798,0.829125575149934,11.16592374729
"X16750x13421",16750,13421,50,15,"Influenza","Influenza","HA","1_15i","2017_02_15",1.67985713519899,4.13831447807133,0.886488357204193,0.741008739031805,-1.18614948286361,4.88058902301469
"X16750x13421",16750,13421,60,15,"Influenza","Influenza","HA","1_15i","2017_02_15",2.38059298560048,0.379019098321222,1.58768534337846,0.654189073313028,-0.5048819204309,5.66460856936381
"X16750x13421",16750,13421,61,15,"Influenza","Influenza","HA","1_15i","2017_02_15",2.64715175874577,5.86608569061853,1.06706416451847,1.20212817685426,-1.7779354404518,7.00725228261386
